"","Name","Genre","Platform","Total_Sales","NA_Sales","JP_Sales","PAL_Sales","Other_Sales","Year"
"2817","Pro Yakyuu Netsu Star 2007","Sports","PS2",0.06,0,0.06,0,0,2007
"2818","Raw Danger! (JP sales)","Action","PS2",0.06,0,0.06,0,0,2007
"2819","Bleach: Blade Battlers 2nd","Fighting","PS2",0.06,0,0.06,0,0,2007
"2820","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 11: Shinseiki Evangelion - Magokoro o, Kimi ni","Misc","PS2",0.06,0,0.06,0,0,2007
"2821","S.T.A.L.K.E.R.: Shadow of Chernobyl","Shooter","PC",0.06,0.01,0,0.04,0.01,2007
"2822","Backyard NFL Football '08","Sports","PS2",0.06,0.03,0,0.02,0.01,2007
"2823","Medal of Honor: Airborne","Shooter","PC",0.05,0,0,0.04,0.01,2007
"2824","Growlanser: Heritage of War (jp sales)","Role-Playing","PS2",0.05,0,0.05,0,0,2007
"2825","PachiPara 14: Fuu to Kumo to Super Umi in Okinawa","Misc","PS2",0.05,0,0.05,0,0,2007
"2826","Hokuto no Ken","Fighting","PS2",0.05,0,0.05,0,0,2007
"2827","GrimGrimoire","Strategy","PS2",0.05,0.01,0.03,0.01,0,2007
"2828","Growlanser VI: Precarious World","Role-Playing","PS2",0.05,0,0.05,0,0,2007
"2829","Microsoft Flight Simulator X Acceleration Expansion Pack","Simulation","PC",0.05,0,0,0.04,0.01,2007
"2830","Kiniro no Corda 2 Encore","Role-Playing","PS2",0.05,0,0.05,0,0,2007
"2831","Naruto: Uzumaki Chronicles 2 (JP sales)","Action","PS2",0.05,0,0.05,0,0,2007
"2832","Guilty Gear XX Accent Core","Fighting","PS2",0.04,0,0.04,0,0,2007
"2833","Silent Hunter: Wolves of the Pacific","Simulation","PC",0.04,0,0,0.04,0,2007
"2834","Daito Giken Koushiki Pachi-Slot Simulator: Shake II","Misc","PS2",0.04,0,0.04,0,0,2007
"2835","City Life: World Edition","Simulation","PC",0.04,0,0,0.04,0,2007
"2836","IL-2 Sturmovik: 1946","Simulation","PC",0.04,0,0,0.04,0,2007
"2837","Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret","Sports","PS2",0.04,0,0.04,0,0,2007
"2838","Need for Speed: ProStreet","Racing","PC",0.04,0,0,0.04,0,2007
"2839","Imabikisou","Adventure","PS3",0.04,0,0.04,0,0,2007
"2840","Atelier Iris 3: Grand Phantasm (JP Sales)","Role-Playing","PS2",0.04,0,0.04,0,0,2007
"2841","King of Fighters: Maximum Impact Regulation A","Fighting","PS2",0.04,0,0.04,0,0,2007
"2842","Company of Heroes: Opposing Fronts","Strategy","PC",0.04,0.01,0,0.03,0,2007
"2843","The Adventures of Darwin","Strategy","PS2",0.04,0.01,0.03,0,0,2007
"2844","Enchanted Arms (JP sales)","Role-Playing","PS3",0.04,0,0.04,0,0,2007
"2845","Super Robot Taisen: Scramble Commander the 2nd","Strategy","PS2",0.04,0,0.04,0,0,2007
"2846","Wangan Midnight","Racing","PS3",0.03,0,0.03,0,0,2007
"2847","World in Conflict","Strategy","PC",0.03,0,0,0.03,0,2007
"2848","Gothic Universe","Role-Playing","PC",0.03,0,0,0.03,0,2007
"2849","Rakushou! Pachi-Slot Sengen 5: Rio Paradise","Misc","PS2",0.03,0,0.03,0,0,2007
"2850","Tomb Raider: Anniversary","Action","PC",0.03,0,0,0.03,0,2007
"2851","Pachitte Chonmage Tatsujin 12: Pachinko Ultraman","Misc","PS2",0.03,0,0.03,0,0,2007
"2852","Raw Danger!","Action","PS2",0.03,0.02,0,0.01,0,2007
"2853","Mystery Case Files: Ravenhearst","Puzzle","PC",0.03,0.01,0,0.02,0,2007
"2854","Hiiro no Kakera 2: Hisui no Shizuku","Adventure","PS2",0.03,0,0.03,0,0,2007
"2855","BeatMania IIDX 13: DistorteD","Simulation","PS2",0.03,0,0.03,0,0,2007
"2856","Combat Mission: Shock Force","Strategy","PC",0.03,0,0,0.03,0,2007
"2857","Pop'n Music 14 Fever!","Misc","PS2",0.03,0,0.03,0,0,2007
"2858","Galaxy Angel II: Mugen Kairou no Kagi","Strategy","PS2",0.03,0,0.03,0,0,2007
"2859","Negima!? Dream Tactic Yumemiru Otome Princess","Strategy","PS2",0.03,0,0.03,0,0,2007
"2860","The Battle of Yuu Yuu Hakusho: Shitou! Ankoku Bujutsukai! 120%","Fighting","PS2",0.03,0,0.03,0,0,2007
"2861","Medal of Honor: Vanguard","Shooter","PS2",0.03,0,0.03,0,0,2007
"2862","Jissen Pachi-Slot Hisshouhou! Hokuto no Ken 2","Misc","PS2",0.03,0,0.03,0,0,2007
"2863","Viva Pinata","Simulation","PC",0.02,0,0,0.02,0,2007
"2864","Shinseiki Evangelion: Battle Orchestra","Fighting","PS2",0.02,0,0.02,0,0,2007
"2865","The Settlers: Rise of an Empire","Strategy","PC",0.02,0.01,0,0.01,0,2007
"2866","Zero no Tsukaima: Shou-akuma to Harukaze no Concerto","Adventure","PS2",0.02,0,0.02,0,0,2007
"2867","Nanatsuiro * Drops Pure!!","Adventure","PS2",0.02,0,0.02,0,0,2007
"2868","Guitar Hero III: Legends of Rock","Misc","PC",0.02,0.02,0,0,0,2007
"2869","Wrestle Kingdom 2: Pro Wrestling Sekai Taisen","Fighting","PS2",0.02,0,0.02,0,0,2007
"2870","DiRT","Racing","PC",0.02,0,0,0.02,0,2007
"2871","Jissen Pachinko Hisshouhou! CR Sakura Taisen","Misc","PS2",0.02,0,0.02,0,0,2007
"2872","Happiness! De-Lucks","Adventure","PS2",0.02,0,0.02,0,0,2007
"2873","Eureka Seven Vol. 2: The New Vision","Shooter","PS2",0.02,0,0.02,0,0,2007
"2874","Jissen Pachi-Slot Hisshouhou! Mister Magic Neo","Misc","PS2",0.02,0,0.02,0,0,2007
"2875","SimCity Societies","Simulation","PC",0.02,0,0,0.02,0,2007
"2876","Test Drive Unlimited","Racing","PC",0.02,0,0,0.02,0,2007
"2877","Taito Legends 2","Misc","PS2",0.02,0.01,0,0.01,0,2007
"2878","Meitantei Evangelion","Adventure","PS2",0.02,0,0.02,0,0,2007
"2879","Overlord","Adventure","PC",0.02,0,0,0.02,0,2007
"2880","Super PickUps","Racing","PS2",0.02,0.01,0,0.01,0,2007
"2881","Spider-Man 3","Platform","PC",0.02,0.02,0,0,0,2007
"2882","Winning Post 7: Maximum 2007","Sports","PS2",0.02,0,0.02,0,0,2007
"2883","Hellgate: London","Role-Playing","PC",0.02,0,0,0.02,0,2007
"2884","Katekyoo Hitman Reborn! Dream Hyper Battle!","Fighting","PS2",0.02,0,0.02,0,0,2007
"2885","Elvandia Story","Role-Playing","PS2",0.02,0,0.02,0,0,2007
"2886","Katekyoo Hitman Reborn!! Let's Ansatsu!? Nerawareta 10 Daime!","Action","PS2",0.02,0,0.02,0,0,2007
"2887","Guitar Freaks V3 & DrumMania V3","Simulation","PS2",0.02,0,0.02,0,0,2007
"2888","Guitar Freaks & DrumMania: Masterpiece Gold","Simulation","PS2",0.02,0,0.02,0,0,2007
"2889","UFO: Trilogy","Strategy","PC",0.02,0,0,0.02,0,2007
"2890","Sega Ages 2500 Series Vol. 29: Monster World Complete Collection","Role-Playing","PS2",0.02,0,0.02,0,0,2007
"2891","Arabians Lost: The Engagement on Desert","Adventure","PS2",0.02,0,0.02,0,0,2007
"2892","Bakumatsu Renka: Karyuu Kenshi-den","Adventure","PS2",0.02,0,0.02,0,0,2007
"2893","Shounen Onmyouji: Tsubasa Yoima, Ten e Kaere","Adventure","PS2",0.02,0,0.02,0,0,2007
"2894","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 9: CR Fever Captain Harlock","Misc","PS2",0.02,0,0.02,0,0,2007
"2895","Amagoushi no Yakata","Adventure","PS2",0.02,0,0.02,0,0,2007
"2896","Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne","Adventure","PS2",0.02,0,0.02,0,0,2007
"2897","Shinseiki GPX Cyber Formula: Road To The INFINITY 4","Racing","PS2",0.02,0,0.02,0,0,2007
"2898","Memories Off #5: Encore","Adventure","PS2",0.02,0,0.02,0,0,2007
"2899","Zombie Hunters 2","Action","PS2",0.02,0,0.02,0,0,2007
"2900","Busou Renkin: Youkoso Papillon Park e","Action","PS2",0.02,0,0.02,0,0,2007
"2901","Winning Post 7: Maximum 2007","Sports","PS3",0.02,0,0.02,0,0,2007
"2902","Two Worlds","Role-Playing","PC",0.02,0,0,0.02,0,2007
"2903","Shinkyoku Soukai Polyphonica","Adventure","PS2",0.02,0,0.02,0,0,2007
"2904","Tennis no Oji-Sama: Card Hunter","Strategy","PS2",0.02,0,0.02,0,0,2007
"2905","Pachinko Kaou: Misora Hibari","Misc","PS2",0.02,0,0.02,0,0,2007
"2906","Ouran Koukou Host Bu","Adventure","PS2",0.02,0,0.02,0,0,2007
"2907","Neverwinter Nights 2: Mask of the Betrayer","Role-Playing","PC",0.01,0,0,0.01,0,2007
"2908","Call of Juarez","Shooter","PC",0.01,0,0,0.01,0,2007
"2909","Nodame Cantabile","Misc","PS2",0.01,0,0.01,0,0,2007
"2910","Jewel Quest II","Puzzle","PC",0.01,0,0,0.01,0,2007
"2911","Rozen Maiden: Gebetgarten","Fighting","PS2",0.01,0,0.01,0,0,2007
"2912","Metal Slug Anthology","Shooter","PS2",0.01,0,0.01,0,0,2007
"2913","Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono","Strategy","PS2",0.01,0,0.01,0,0,2007
"2914","Virtua Tennis 3","Sports","PC",0.01,0,0,0.01,0,2007
"2915","Aa Megami-samaa","Adventure","PS2",0.01,0,0.01,0,0,2007
"2916","Tomoyo After: It's a Wonderful Life CS Edition","Adventure","PS2",0.01,0,0.01,0,0,2007
"2917","Spider-Man: Friend or Foe","Action","PC",0.01,0.01,0,0,0,2007
"2918","Soshite Kono Uchuu ni Kirameku Kimi no Shi XXX","Adventure","PS2",0.01,0,0.01,0,0,2007
"2919","F.E.A.R. Perseus Mandate","Shooter","PC",0.01,0.01,0,0,0,2007
"2920","Myself; Yourself","Adventure","PS2",0.01,0,0.01,0,0,2007
"2921","Kono Aozora ni Yakusoku o: Melody of the Sun and Sea","Adventure","PS2",0.01,0,0.01,0,0,2007
"2922","Fatal Fury: Battle Archives Volume 1 (JP sales)","Fighting","PS2",0.01,0,0.01,0,0,2007
"2923","TimeShift","Shooter","PC",0.01,0.01,0,0,0,2007
"2924","Idol Janshi Suchie-Pai IV","Misc","PS2",0.01,0,0.01,0,0,2007
"2925","Monster Jam","Racing","PC",0.01,0.01,0,0,0,2007
"2926","Battlestations: Midway","Strategy","PC",0.01,0,0,0.01,0,2007
"2927","Vitamin X","Adventure","PS2",0.01,0,0.01,0,0,2007
"2928","Routes PE","Adventure","PS2",0.01,0,0.01,0,0,2007
"2929","G1 Jockey 4 2007","Sports","PS2",0.01,0,0.01,0,0,2007
"2930","Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou","Fighting","PS2",0.01,0,0.01,0,0,2007
"2931","Winning Eleven: Pro Evolution Soccer 2007","Sports","PC",0.01,0,0,0.01,0,2007
"2932","Sega Rally Revo","Racing","PC",0.01,0,0,0.01,0,2007
"2933","Magicians Academy","Role-Playing","PS2",0.01,0,0.01,0,0,2007
"2934","Clive Barker's Jericho","Shooter","PC",0.01,0,0,0.01,0,2007
"2935","Palais de Reine","Strategy","PS2",0.01,0,0.01,0,0,2007
"2936","Hospital Tycoon","Strategy","PC",0.01,0,0,0.01,0,2007
"2937","CSI: Hard Evidence","Adventure","PC",0.01,0,0,0.01,0,2007
"2938","Pro Evolution Soccer 2008","Sports","PC",0.01,0,0,0.01,0,2007
"2939","The Sims 2: Celebration Stuff","Simulation","PC",0.01,0,0,0.01,0,2007
"2940","Mist of Chaos","Action","PS3",0.01,0,0.01,0,0,2007
"2941","Zoo Tycoon 2: Extinct Animals","Strategy","PC",0.01,0.01,0,0,0,2007
"2942","UFO: Extraterrestrials","Strategy","PC",0.01,0,0,0.01,0,2007
"2943","NHL 08","Sports","PC",0.01,0,0,0.01,0,2007
"2944","A.C.E.: Another Century's Episode 2 - Special Vocal Version","Simulation","PS2",0.01,0,0.01,0,0,2007
"2945","Tom Clancy's Ghost Recon Advanced Warfighter 2","Shooter","PC",0.01,0,0,0.01,0,2007
"2946","Shinkyouku Soukai Polyphonica: 3&4 Hanashi Kanketsuhen","Adventure","PS2",0.01,0,0.01,0,0,2007
"2947","The Sims 2: H&M Fashion Stuff","Simulation","PC",0.01,0,0,0.01,0,2007
"2948","The King of Fighters NESTS Collection","Fighting","PS2",0.01,0,0.01,0,0,2007
"2949","The Sims: Life Stories","Simulation","PC",0.01,0,0,0.01,0,2007
"2950","Hoshiiro no Okurimono","Adventure","PS2",0.01,0,0.01,0,0,2007
"2951","7 Wonders of the Ancient World","Puzzle","PC",0.01,0,0,0.01,0,2007
"2952","Madden NFL 08","Sports","PC",0.01,0,0,0.01,0,2007
"2953","Sonic Mega Collection Plus","Misc","PC",0.01,0,0,0.01,0,2007
"2954","Europa Universalis III","Strategy","PC",0.01,0,0,0.01,0,2007
"2955","LittleBigPlanet","Platform","PS3",5.85,2.8,0.17,2.01,0.87,2008
"2956","Call of Duty: World at War","Shooter","PS3",5.43,2.75,0,1.84,0.84,2008
"2957","FIFA Soccer 09","Sports","PS3",2.59,0.49,0.04,1.63,0.43,2008
"2958","Resistance 2","Shooter","PS3",2.47,1.15,0.1,0.84,0.38,2008
"2959","FIFA Soccer 09","Sports","PS2",2.28,0.38,0.01,0.07,1.82,2008
"2960","Star Wars: The Force Unleashed","Action","PS3",2.22,1.01,0,0.86,0.35,2008
"2961","PES 2009: Pro Evolution Soccer","Sports","PS3",2.11,0.11,0.4,1.34,0.26,2008
"2962","Dead Space","Shooter","PS3",2,1.05,0,0.66,0.29,2008
"2963","Guitar Hero: World Tour","Misc","PS3",1.92,1.1,0,0.55,0.27,2008
"2964","Madden NFL 09","Sports","PS3",1.89,1.56,0,0.15,0.18,2008
"2965","Guitar Hero: World Tour","Misc","PS2",1.8,1,0,0.03,0.77,2008
"2966","Saints Row 2","Action","PS3",1.68,0.88,0.02,0.54,0.24,2008
"2967","Pro Evolution Soccer 2008","Sports","PS3",1.59,0.04,0.32,1.1,0.13,2008
"2968","Madden NFL 09","Sports","PS2",1.49,1.22,0,0,0.27,2008
"2969","LEGO Indiana Jones: The Original Adventures","Adventure","PS2",1.37,0.6,0,0.01,0.76,2008
"2970","SingStar Abba","Misc","PS2",1.36,0.23,0,0.04,1.09,2008
"2971","Battlefield: Bad Company","Shooter","PS3",1.34,0.76,0.05,0.36,0.17,2008
"2972","LEGO Batman: The Videogame","Adventure","PS2",1.27,0.72,0,0.03,0.52,2008
"2973","Tomb Raider: Underworld","Adventure","PS3",1.26,0.45,0.05,0.55,0.21,2008
"2974","Star Wars: The Force Unleashed","Action","PS2",1.25,0.49,0.01,0,0.75,2008
"2975","WWE SmackDown vs. Raw 2009","Sports","PS2",1.24,0.69,0,0,0.55,2008
"2976","Army of Two","Shooter","PS3",1.17,0.74,0.02,0.26,0.15,2008
"2977","Spore","Strategy","PC",1.16,0.03,0,1.06,0.07,2008
"2978","Hot Shots Golf: Out of Bounds","Sports","PS3",1.14,0.31,0.76,0.03,0.04,2008
"2979","Mirror's Edge","Platform","PS3",1.13,0.31,0.02,0.59,0.21,2008
"2980","SingStar","Misc","PS3",1.13,0.45,0,0.56,0.12,2008
"2981","GRID","Racing","PS3",1.1,0.31,0.03,0.57,0.19,2008
"2982","SingStar Legends","Misc","PS2",1.1,0.12,0,0.75,0.23,2008
"2983","Naruto: Ultimate Ninja Storm","Fighting","PS3",1.07,0.49,0.09,0.34,0.15,2008
"2984","Sonic Unleashed","Platform","PS3",1.03,0.56,0.01,0.32,0.14,2008
"2985","Haze","Shooter","PS3",0.99,0.49,0.02,0.33,0.15,2008
"2986","Brothers In Arms: Hell's Highway","Shooter","PS3",0.94,0.45,0,0.34,0.15,2008
"2987","WWE SmackDown vs. Raw 2009","Fighting","PS3",0.94,0.51,0.01,0.3,0.12,2008
"2988","Assassin's Creed","Adventure","PC",0.91,0.01,0,0.84,0.06,2008
"2989","Pure","Racing","PS3",0.89,0.42,0,0.33,0.14,2008
"2990","Buzz! Quiz TV","Misc","PS3",0.88,0.28,0,0.47,0.13,2008
"2991","Grand Theft Auto IV","Action","PC",0.87,0.01,0,0.8,0.06,2008
"2992","Mercenaries 2: World in Flames","Shooter","PS3",0.87,0.29,0.02,0.4,0.16,2008
"2993","SingStar '90s","Misc","PS2",0.87,0.1,0,0.59,0.18,2008
"2994","Beijing 2008","Sports","PS3",0.86,0.14,0.01,0.54,0.17,2008
"2995","Shin Megami Tensei: Persona 4","Role-Playing","PS2",0.82,0.34,0.36,0.04,0.08,2008
"2996","Guitar Hero: Aerosmith","Misc","PS2",0.79,0.61,0,0,0.18,2008
"2997","Buzz! The Hollywood Quiz","Misc","PS2",0.78,0.17,0,0,0.61,2008
"2998","Sid Meier's Civilization Revolution","Strategy","PS3",0.78,0.49,0.01,0.19,0.09,2008
"2999","Wall-E","Platform","PS2",0.75,0.21,0,0,0.54,2008
"3000","Iron Man","Action","PS3",0.68,0.32,0,0.25,0.11,2008
"3001","Turok","Shooter","PS3",0.67,0.35,0.01,0.21,0.1,2008
"3002","Tom Clancy's EndWar","Strategy","PS3",0.67,0.33,0.01,0.22,0.11,2008
"3003","Shaun White Snowboarding","Sports","PS3",0.66,0.31,0.01,0.24,0.1,2008
"3004","Kung Fu Panda","Platform","PS2",0.65,0.24,0,0,0.41,2008
"3005","Shin Megami Tensei: Persona 3 FES","Role-Playing","PS2",0.63,0.22,0.16,0.2,0.05,2008
"3006","SingStar Singalong With Disney","Misc","PS2",0.61,0,0,0.04,0.57,2008
"3007","SpongeBob SquarePants Featuring Nicktoons: Globs of Doom","Action","PS2",0.58,0.29,0,0.22,0.07,2008
"3008","Hasbro Family Game Night","Misc","PS2",0.57,0.28,0,0.22,0.07,2008
"3009","Ben 10: Alien Force","Action","PS2",0.57,0.22,0,0.02,0.33,2008
"3010","Naruto: Ultimate Ninja 2","Fighting","PS2",0.57,0.47,0,0.02,0.08,2008
"3011","Top Spin 3","Sports","PS3",0.57,0.08,0,0.37,0.12,2008
"3012","Ratchet & Clank: Quest for Booty","Platform","PS3",0.55,0,0,0.52,0.03,2008
"3013","Disgaea 3: Absence of Justice","Role-Playing","PS3",0.55,0.36,0.11,0.03,0.05,2008
"3014","SingStar Summer Party","Misc","PS2",0.54,0,0,0.06,0.48,2008
"3015","NASCAR 09","Racing","PS2",0.53,0.26,0,0.2,0.07,2008
"3016","NBA Live 09","Sports","PS3",0.52,0.46,0.02,0,0.04,2008
"3017","Disney Sing It","Misc","PS2",0.5,0.25,0,0.19,0.06,2008
"3018","Crash: Mind Over Mutant","Platform","PS2",0.5,0.25,0,0.19,0.06,2008
"3019","Super Robot Taisen Z","Strategy","PS2",0.5,0,0.5,0,0,2008
"3020","Far Cry 2","Shooter","PC",0.48,0.01,0,0.45,0.02,2008
"3021","Dark Sector","Shooter","PS3",0.47,0.23,0.01,0.16,0.07,2008
"3022","007: Quantum of Solace","Shooter","PS2",0.43,0.17,0,0,0.26,2008
"3023","MLB 08: The Show","Sports","PS2",0.42,0.35,0,0.01,0.06,2008
"3024","Cabela's Legendary Adventures","Sports","PS2",0.42,0.21,0,0.16,0.05,2008
"3025","UEFA Euro 2008 Austria-Switzerland","Sports","PS3",0.41,0.08,0,0.27,0.06,2008
"3026","NBA 2K9","Sports","PS2",0.41,0.34,0,0.01,0.06,2008
"3027","TNA iMPACT!","Fighting","PS3",0.4,0.22,0,0.12,0.06,2008
"3028","Warriors Orochi 2 (JP sales)","Action","PS2",0.4,0,0.4,0,0,2008
"3029","The Chronicles of Narnia: Prince Caspian","Adventure","PS2",0.4,0.2,0,0.15,0.05,2008
"3030","The Legend of Spyro: Dawn of the Dragon","Platform","PS2",0.4,0.12,0,0.01,0.27,2008
"3031","Sega Superstars Tennis","Sports","PS3",0.4,0.13,0,0.2,0.07,2008
"3032","NBA Live 09","Sports","PS2",0.39,0.32,0.01,0.01,0.05,2008
"3033","Condemned 2: Bloodshot","Shooter","PS3",0.39,0.17,0,0.16,0.06,2008
"3034","Silent Hill: Homecoming","Action","PS3",0.39,0.18,0,0.15,0.06,2008
"3035","Karaoke Revolution Presents American Idol Encore","Misc","PS2",0.39,0.19,0,0.15,0.05,2008
"3036","MotoGP 08","Racing","PS3",0.39,0.07,0,0.24,0.08,2008
"3037","Sega Superstars Tennis","Sports","PS2",0.38,0.1,0,0,0.28,2008
"3038","The Incredible Hulk","Action","PS2",0.38,0.32,0,0.01,0.05,2008
"3039","Mercenaries 2: World in Flames","Shooter","PS2",0.38,0.21,0,0,0.17,2008
"3040","Madagascar: Escape 2 Africa","Action","PS2",0.38,0.12,0,0,0.26,2008
"3041","Tiger Woods PGA Tour 09","Sports","PS2",0.37,0.16,0,0,0.21,2008
"3042","Naruto: Ultimate Ninja 3 (JP sales)","Fighting","PS2",0.36,0,0.36,0,0,2008
"3043","High School Musical 3: Senior Year DANCE!","Misc","PS2",0.34,0.17,0,0.13,0.04,2008
"3044","Monopoly","Misc","PS3",0.34,0.25,0,0.06,0.03,2008
"3045","NHL 09","Sports","PS3",0.34,0.29,0,0.02,0.03,2008
"3046","Samurai Warriors 2: Xtreme Legends (JP sales)","Action","PS2",0.33,0,0.33,0,0,2008
"3047","The Witcher: Enhanced Edition","Role-Playing","PC",0.33,0.32,0,0.01,0,2008
"3048","FIFA Street 3","Sports","PS3",0.32,0.08,0,0.18,0.06,2008
"3049","Go, Diego, Go!: Great Dinosaur Rescue","Action","PS2",0.32,0.16,0,0.12,0.04,2008
"3050","Major League Baseball 2K8","Sports","PS3",0.31,0.28,0,0,0.03,2008
"3051","Shaun White Snowboarding","Sports","PS2",0.31,0.15,0,0.12,0.04,2008
"3052","Ratchet & Clank: Size Matters","Platform","PS2",0.29,0.13,0.03,0.1,0.03,2008
"3053","Hannah Montana: Spotlight World Tour","Action","PS2",0.28,0.12,0,0.02,0.14,2008
"3054","Gundam Musou Special","Action","PS2",0.28,0,0.28,0,0,2008
"3055","Rock Revolution","Misc","PS3",0.27,0.25,0,0,0.02,2008
"3056","The Incredible Hulk","Action","PS3",0.26,0.22,0,0.02,0.02,2008
"3057","NPPL Championship Paintball 2009","Shooter","PS2",0.26,0.13,0,0.1,0.03,2008
"3058","Spider-Man: Web of Shadows","Action","PS3",0.26,0.2,0,0.04,0.02,2008
"3059","NASCAR 09","Racing","PS3",0.25,0.22,0,0.01,0.02,2008
"3060","Dynasty Warriors 6 (JP sales)","Action","PS2",0.25,0,0.25,0,0,2008
"3061","Jonah Lomu Rugby Challenge","Sports","PS3",0.25,0,0,0.2,0.05,2008
"3062","The Mummy: Tomb of the Dragon Emperor","Adventure","PS2",0.25,0.12,0,0.1,0.03,2008
"3063","Turning Point: Fall of Liberty","Shooter","PS3",0.24,0.21,0,0.01,0.02,2008
"3064","AC/DC LIVE: Rock Band Track Pack","Misc","PS3",0.24,0.21,0,0.01,0.02,2008
"3065","Jikkyou Powerful Pro Yakyuu 15","Sports","PS2",0.24,0,0.24,0,0,2008
"3066","Dance Dance Revolution: Disney Channel Edition","Simulation","PS2",0.24,0.12,0,0.09,0.03,2008
"3067","Madagascar: Escape 2 Africa","Action","PS3",0.23,0.12,0,0.08,0.03,2008
"3068","Bratz: Girlz Really Rock","Action","PS2",0.23,0.11,0,0.09,0.03,2008
"3069","Buzz! Junior: RoboJam","Misc","PS2",0.23,0.11,0,0.09,0.03,2008
"3070","TNA iMPACT!","Fighting","PS2",0.22,0.1,0,0,0.12,2008
"3071","MotoGP 08","Racing","PS2",0.22,0.01,0,0,0.21,2008
"3072","J-League Winning Eleven 2008: Club Championship","Sports","PS2",0.22,0,0.22,0,0,2008
"3073","Speed Racer: The Videogame","Racing","PS2",0.21,0.1,0,0.08,0.03,2008
"3074","Baja: Edge of Control","Racing","PS3",0.21,0.1,0,0.08,0.03,2008
"3075","Spider-Man: Web of Shadows","Action","PS2",0.21,0.1,0,0.08,0.03,2008
"3076","Armored Core: For Answer","Simulation","PS3",0.19,0.06,0.1,0.02,0.01,2008
"3077","Bolt","Adventure","PS3",0.19,0.12,0,0.05,0.02,2008
"3078","Summer Athletics: The Ultimate Challenge","Sports","PS2",0.18,0,0,0,0.18,2008
"3079","Call of Duty: World at War","Shooter","PC",0.18,0.02,0,0.14,0.02,2008
"3080","Hellboy: The Science of Evil","Action","PS3",0.18,0.14,0,0.02,0.02,2008
"3081","Cabela's Dangerous Hunts 2009","Sports","PS2",0.18,0.09,0,0.07,0.02,2008
"3082","Sonic Riders: Zero Gravity","Racing","PS2",0.18,0.09,0,0.07,0.02,2008
"3083","Madden NFL 09","Sports","XB",0.18,0.13,0,0.04,0.01,2008
"3084","Pro Yakyuu Spirits 5","Sports","PS2",0.18,0,0.18,0,0,2008
"3085","Rapala Fishing Frenzy 2009","Sports","PS3",0.17,0.16,0,0,0.01,2008
"3086","Backyard NFL Football '09","Sports","PS2",0.17,0.08,0,0.07,0.02,2008
"3087","Namco Classic Fighter Collection","Fighting","PS2",0.16,0.08,0,0.06,0.02,2008
"3088","AC/DC LIVE: Rock Band Track Pack","Misc","PS2",0.16,0.08,0,0.06,0.02,2008
"3089","Tales of Destiny: Director's Cut","Role-Playing","PS2",0.16,0,0.16,0,0,2008
"3090","NBA 09: The Inside","Sports","PS3",0.15,0.14,0,0,0.01,2008
"3091","MLB Power Pros 2008","Sports","PS2",0.15,0.05,0.05,0.04,0.01,2008
"3092","NBA Ballers: Chosen One","Sports","PS3",0.15,0.13,0,0,0.02,2008
"3093","History Civil War: Secret Missions","Shooter","PS2",0.15,0.07,0,0.06,0.02,2008
"3094","NHL 09","Sports","PS2",0.15,0.07,0,0.06,0.02,2008
"3095","Metal Gear Solid: Peace Walker HD Edition","Action","PS3",0.15,0,0.15,0,0,2008
"3096","Major League Baseball 2K8","Sports","PS2",0.15,0.07,0,0.06,0.02,2008
"3097","NFL Head Coach 09","Sports","PS3",0.14,0.13,0,0,0.01,2008
"3098","Pipe Mania","Puzzle","PS2",0.14,0.07,0,0.05,0.02,2008
"3099","Onimusha Essentials","Action","PS2",0.14,0.07,0,0.05,0.02,2008
"3100","Eternal Poison","Role-Playing","PS2",0.14,0.07,0,0.05,0.02,2008
"3101","Fate/Unlimited Codes","Fighting","PS2",0.14,0,0.14,0,0,2008
"3102","Suzumiya Haruhi no Tomadoi","Adventure","PS2",0.13,0,0.13,0,0,2008
"3103","Alone in the Dark: Inferno","Adventure","PS3",0.13,0.09,0,0.03,0.01,2008
"3104","Legendary","Shooter","PS3",0.13,0.08,0,0.03,0.02,2008
"3105","NHL 2K9","Sports","PS3",0.13,0.11,0,0.01,0.01,2008
"3106","Eternal Poison (JP sales)","Role-Playing","PS2",0.13,0,0.13,0,0,2008
"3107","Rock Band Track Pack Volume 1","Misc","PS2",0.13,0.06,0,0.05,0.02,2008
"3108","Cabela's Dangerous Hunts 2009","Sports","PS3",0.13,0.12,0,0,0.01,2008
"3109","Warriors Orochi 2","Action","PS2",0.13,0.06,0,0.05,0.02,2008
"3110","Monster Jam: Urban Assault","Racing","PS2",0.13,0.06,0,0.05,0.02,2008
"3111","SingStar Vol. 3","Misc","PS3",0.12,0,0,0.1,0.02,2008
"3112","Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 12: CR Shinseiki Evangelion - Shito, Futatabi","Misc","PS2",0.12,0,0.12,0,0,2008
"3113","NFL Tour","Sports","PS3",0.12,0.1,0,0.01,0.01,2008
"3114","Karaoke Revolution Presents American Idol Encore 2","Misc","PS3",0.12,0.11,0,0,0.01,2008
